"QALD id","match status","QALD question","QueGG question","QALD SPARQL query","QueGG SPARQL query","TP","FP","FN","Precision","Recall","F-Measure"
"1","0.6363636363636364","List all the musicals with music by Elton John.","""List all the with music  Elton John""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE {         ?uri rdf:type dbo:Musical .        ?uri dbo:musicBy res:Elton_John .}","""select  ?s    {   ?s <http://dbpedia.org/ontology/musicBy>  <http://dbpedia.org/resource/Elton_John> .    }""","4.0","0.0","0.0","1.0","1.0","1.0"
"2","0.0","How high is the lighthouse in Colombo?","","SELECT DISTINCT ?num WHERE {  <http://dbpedia.org/resource/Colombo_Lighthouse> <http://dbpedia.org/ontology/height> ?num . } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"3","0.0","Who was the wife of U.S. president Lincoln?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	res:Abraham_Lincoln dbo:spouse ?uri.}","","0.0","0.0","1.0","0.0","0.0","0.0"
"4","0.5454545454545454","Who is the host of the BBC Wildlife Specials?","""Who is the honor  BBC Wildlife Specials""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/TelevisionShow> .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"5","0.0","How much did Pulp Fiction cost?","","SELECT DISTINCT ?n WHERE {  <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?n . } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"6","0.7777777777777778","In what city is the Heineken brewery?","In what city is the Heineken International?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Heineken> <http://dbpedia.org/ontology/manufacturer> ?x . ?x <http://dbpedia.org/ontology/locationCity> ?uri . }","SELECT ?o WHERE { <http://dbpedia.org/resource/Heineken_International> <http://dbpedia.org/ontology/locationCity> ?o }","0.0","1.0","1.0","0.0","0.0","0.0"
"7","0.7142857142857143","When did Operation Overlord commence?","""When did Operation Overlord occurred?""","SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date> ?d . } ","""select  ?o    {    <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date>  ?o .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"8","0.7272727272727273","In which city does the Chile Route 68 end?","""in which city does Chile Route 68 running?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?uri . } ","""select  ?o    {    <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd>  ?o .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"9","0.6","Who developed Slack?","""Who developed DBpedia?""","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Slack_(software)> . }","""select  ?o    {    <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer>  ?o .    }""","0.0","3.0","1.0","0.0","0.0","0.0"
"10","0.0","Who was married to president Chirac?","","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uriWHERE {          res:Jacques_Chirac dbo:spouse ?uri .}","","0.0","0.0","1.0","0.0","0.0","0.0"
